Player_Info,Player_Info,Player_Info,Player_Info,Player_Info,Restricted Area,Restricted Area,Restricted Area,In The Paint (Non-RA),In The Paint (Non-RA),In The Paint (Non-RA),Mid-Range,Mid-Range,Mid-Range,Left Corner 3,Left Corner 3,Left Corner 3,Right Corner 3,Right Corner 3,Right Corner 3,Above the Break 3,Above the Break 3,Above the Break 3,Backcourt,Backcourt,Backcourt
PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,AGE,FGM,FGA,FG_PCT,FGM,FGA,FG_PCT,FGM,FGA,FG_PCT,FGM,FGA,FG_PCT,FGM,FGA,FG_PCT,FGM,FGA,FG_PCT,FGM,FGA,FG_PCT
202810,D.J. Kennedy,1610612739,CLE,22.0,1,2,0.5,0,0,0.0,2,6,0.333,0.0,1.0,0.0,0.0,0.0,0.0,2,3,0.667,0.0,0.0,0.0
201591,DJ White,1610612766,CHA,25.0,60,90,0.667,20,54,0.37,93,208,0.447,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0,0.0,0.0
201969,DaJuan Summers,1610612740,NOH,24.0,11,20,0.55,0,1,0.0,12,28,0.429,2.0,6.0,0.333,2.0,4.0,0.5,1,6,0.167,0.0,0.0,0.0
201161,Daequan Cook,1610612760,OKC,25.0,5,9,0.556,4,8,0.5,21,50,0.42,17.0,44.0,0.386,15.0,42.0,0.357,47,142,0.331,0.0,1.0,0.0
2563,Dahntay Jones,1610612754,IND,31.0,55,97,0.567,10,35,0.286,17,72,0.236,16.0,40.0,0.4,8.0,20.0,0.4,9,16,0.563,0.0,1.0,0.0
2863,Damien Wilkins,1610612765,DET,32.0,33,51,0.647,11,26,0.423,25,93,0.269,1.0,4.0,0.25,2.0,7.0,0.286,4,11,0.364,0.0,1.0,0.0
202345,Damion James,1610612751,NJN,24.0,5,10,0.5,2,10,0.2,6,14,0.429,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0
2429,Dan Gadzuric,1610612752,NYK,34.0,0,2,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,,,,0,0,0.0,,,
200789,Daniel Gibson,1610612739,CLE,26.0,15,27,0.556,5,24,0.208,12,58,0.207,9.0,26.0,0.346,5.0,10.0,0.5,41,102,0.402,0.0,1.0,0.0
202350,Daniel Orton,1610612753,ORL,21.0,16,26,0.615,0,1,0.0,1,2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0
201568,Danilo Gallinari,1610612743,DEN,23.0,89,158,0.563,13,37,0.351,31,88,0.352,7.0,16.0,0.438,4.0,19.0,0.211,49,146,0.336,0.0,2.0,0.0
101122,Danny Granger,1610612754,IND,29.0,115,221,0.52,53,135,0.393,100,262,0.382,10.0,36.0,0.278,13.0,38.0,0.342,100,248,0.403,0.0,0.0,0.0
201980,Danny Green,1610612759,SAS,25.0,68,125,0.544,13,48,0.271,28,70,0.4,24.0,52.0,0.462,19.0,41.0,0.463,59,139,0.424,0.0,2.0,0.0
201967,Dante Cunningham,1610612763,MEM,25.0,89,116,0.767,10,26,0.385,45,135,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,1.0,0.0
202359,Darington Hobson,1610612749,MIL,24.0,1,2,0.5,0,1,0.0,1,4,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0,6,0.0,0.0,0.0,0.0
202721,Darius Morris,1610612747,LAL,21.0,8,13,0.615,4,11,0.364,2,9,0.222,0.0,0.0,0.0,1.0,1.0,1.0,2,7,0.286,1.0,1.0,1.0
2545,Darko Milicic,1610612750,MIN,27.0,39,69,0.565,19,55,0.345,1,6,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
201954,Darren Collison,1610612754,IND,24.0,83,155,0.535,27,83,0.325,86,191,0.45,8.0,19.0,0.421,7.0,16.0,0.438,19,57,0.333,0.0,2.0,0.0
201208,Darryl Watkins,1610612740,NOH,27.0,3,5,0.6,2,4,0.5,2,5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
101135,David Lee,1610612744,GSW,29.0,253,405,0.625,91,234,0.389,120,278,0.432,0.0,0.0,0.0,0.0,0.0,0.0,0,5,0.0,0.0,0.0,0.0
2561,David West,1610612754,IND,31.0,122,205,0.595,90,213,0.423,135,289,0.467,1.0,3.0,0.333,0.0,0.0,0.0,1,5,0.2,0.0,1.0,0.0
201599,DeAndre Jordan,1610612746,LAC,23.0,191,290,0.659,10,24,0.417,5,11,0.455,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0.0,0.0
202732,DeAndre Liggins,1610612753,ORL,24.0,10,14,0.714,1,4,0.25,1,3,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0.0,0.0,0.0,0.0
201971,DeJuan Blair,1610612759,SAS,23.0,186,295,0.631,66,158,0.418,17,50,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0
201942,DeMar DeRozan,1610612761,TOR,22.0,142,251,0.566,54,116,0.466,161,444,0.363,6.0,11.0,0.545,4.0,14.0,0.286,14,65,0.215,0.0,2.0,0.0
202326,DeMarcus Cousins,1610612758,SAC,21.0,277,514,0.539,58,189,0.307,111,282,0.394,1.0,2.0,0.5,0.0,2.0,0.0,1,9,0.111,0.0,1.0,0.0
201960,DeMarre Carroll,1610612762,UTA,25.0,18,30,0.6,5,17,0.294,13,39,0.333,0.0,3.0,0.0,1.0,6.0,0.167,6,10,0.6,0.0,0.0,0.0
2205,DeSagana Diop,1610612766,CHA,30.0,7,14,0.5,5,9,0.556,3,19,0.158,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
2052,DeShawn Stevenson,1610612751,NJN,31.0,3,8,0.375,0,1,0.0,5,18,0.278,7.0,34.0,0.206,8.0,21.0,0.381,26,90,0.289,0.0,0.0,0.0
2753,Delonte West,1610612742,DAL,28.0,59,97,0.608,19,40,0.475,61,147,0.415,1.0,8.0,0.125,9.0,15.0,0.6,17,52,0.327,0.0,1.0,0.0
202862,Dennis Horner,1610612751,NJN,24.0,0,1,0.0,0,0,0.0,1,2,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0.0,,,
965,Derek Fisher,1610612760,OKC,37.0,22,51,0.431,7,30,0.233,65,157,0.414,11.0,25.0,0.44,6.0,20.0,0.3,18,64,0.281,0.0,1.0,0.0
101114,Deron Williams,1610612751,NJN,28.0,121,220,0.55,35,99,0.354,120,300,0.4,8.0,26.0,0.308,7.0,24.0,0.292,100,291,0.344,0.0,1.0,0.0
201974,Derrick Brown,1610612766,CHA,24.0,144,216,0.667,10,36,0.278,52,133,0.391,4.0,12.0,0.333,2.0,8.0,0.25,0,4,0.0,0.0,0.0,0.0
201182,Derrick Byars,1610612759,SAS,28.0,3,4,0.75,0,1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,4,0.0,0.0,0.0,0.0
202324,Derrick Favors,1610612762,UTA,20.0,173,275,0.629,28,97,0.289,21,73,0.288,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
201565,Derrick Rose,1610612741,CHI,23.0,140,246,0.569,40,103,0.388,68,173,0.393,1.0,2.0,0.5,0.0,1.0,0.0,53,165,0.321,0.0,5.0,0.0
202682,Derrick Williams,1610612750,MIN,21.0,126,212,0.594,13,59,0.22,29,89,0.326,3.0,10.0,0.3,3.0,11.0,0.273,31,116,0.267,0.0,1.0,0.0
202365,Devin Ebanks,1610612747,LAL,22.0,21,39,0.538,3,8,0.375,13,33,0.394,0.0,2.0,0.0,0.0,4.0,0.0,0,3,0.0,0.0,0.0,0.0
